"year";"season";"gid";"designation";"female_gid";"female_preferred_name";"female_designation";"female_seed_source_name";"male_gid";"male_preferred_name";"male_designation";"male_seed_source_name";"plot_number";"seed_number";"breeder";"program_name";"ecosystem_program_name";"trait_team";"research_group";"division"
2013;"DS";3891612;"IR 103760";3731618;"PR 37866-1B-1-4/IRRI 105";"IR 100123";"IR 100123";1845120;"IR06N209";;"HB7014";"A13DMC-514";105;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891611;"IR 103759";3731617;"PR 37866-1B-1-4/IRRI 104";"IR 100122";"IR 100122";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-513";340;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891610;"IR 103758";3731617;"PR 37866-1B-1-4/IRRI 104";"IR 100122";"IR 100122";1254078;"IRRI 156";;600;"A13DMC-512";85;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891609;"IR 103757";3731616;"PR 37866-1B-1-4/IRRI 154";"IR 100121";"IR 100121";76174;"IRRI 104";;"HB7059";"A13DMC-511";183;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891608;"IR 103756";3731614;"PR 37285-17-31-12-1-21-1-2/IR10M108";"IR 100119";"IR 100119";1402302;"IR05N412";;"HB7008";"A13DMC-510";371;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891607;"IR 103755";3731613;"PR 37285-17-31-12-1-21-1-2/IR10M153";"IR 100118";"IR 100118";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-509";435;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891606;"IR 103754";3731613;"PR 37285-17-31-12-1-21-1-2/IR10M153";"IR 100118";"IR 100118";402212;"IRRI 103";;"Demo";"A13DMC-508";312;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891605;"IR 103753";3731612;"PR 37285-17-31-12-1-21-1-2/IR10M245";"IR 100117";"IR 100117";83343;"IRRI 106";;"Demo";"A13DMC-507";357;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891604;"IR 103752";3731612;"PR 37285-17-31-12-1-21-1-2/IR10M245";"IR 100117";"IR 100117";3490155;"PR 37951-3B-37-1";;"HB7052";"A13DMC-506";311;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891603;"IR 103751";3731611;"PR 37285-17-31-12-1-21-1-2/IR09M105";"IR 100116";"IR 100116";76174;"IRRI 104";;"HB7059";"A13DMC-505";368;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891602;"IR 103750";3731609;"PR 37285-17-31-12-1-21-1-2/IR07N112";"IR 100114";"IR 100114";10583;"IR 28";;"Demo";"A13DMC-504";281;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891601;"IR 103749";3731605;"PR 37285-17-31-12-1-21-1-2/IRRI 104";"IR 100110";"IR 100110";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-503";109;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891600;"IR 103748";3731604;"PR 37285-17-31-12-1-21-1-2/IRRI 154";"IR 100109";"IR 100109";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-502";467;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891599;"IR 103747";3731602;"IR10N108/IR10M108";"IR 100107";"IR 100107";1876209;"OM 4498";;"HB7124";"A13DMC-501";627;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891598;"IR 103746";3731601;"IR10N108/IR10M153";"IR 100106";"IR 100106";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-500";568;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891597;"IR 103745";3731600;"IR10N108/IR10M245";"IR 100105";"IR 100105";3490641;"PR 37921-B-3-2-2";;"HB7050";"A13DMC-499";283;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891596;"IR 103744";3731599;"IR10N108/IR09M105";"IR 100104";"IR 100104";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-498";314;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891595;"IR 103743";3731598;"IR10N108/IR09N200";"IR 100103";"IR 100103";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-497";335;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891594;"IR 103742";3731597;"IR10N108/IR07N112";"IR 100102";"IR 100102";3491019;"PR 37246-2-3-2-1-1-2-2";;"HB7045";"A13DMC-496";626;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891593;"IR 103741";3731595;"IR10N108/IRRI 123";"IR 100100";"IR 100100";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-495";220;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891592;"IR 103740";3731593;"IR10N108/IRRI 104";"IR 100098";"IR 100098";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-494";212;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891591;"IR 103739";3731591;"IR10N108/IRRI 146";"IR 100096";"IR 100096";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-493";492;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891590;"IR 103738";3731588;"IR09N542/IR10M245";"IR 100093";"IR 100093";3490821;"PR 36933-B-1-36-1-1-1";;"HB7044";"A13DMC-492";385;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891589;"IR 103737";3731586;"IR09N542/IR09N200";"IR 100091";"IR 100091";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-491";254;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891588;"IR 103736";3731585;"IR09N542/IR07N112";"IR 100090";"IR 100090";3488874;"PR 35786-B-3-3-2-1-1";;"HB7042";"A13DMC-490";261;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891587;"IR 103735";3731580;"IR09N542/IRRI 154";"IR 100085";"IR 100085";3411729;"IR 85891-B-B-AJY 1-B-1-BAY B";;"HB7154";"A13DMC-489";102;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891586;"IR 103734";3731579;"IR09N542/IRRI 146";"IR 100084";"IR 100084";3034753;"IR 85891-B-B-AJY 1-B";;"HB7153";"A13DMC-488";260;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891585;"IR 103733";3731578;"IR09A136/IR10M108";"IR 100083";"IR 100083";76174;"IRRI 104";;"HB7059";"A13DMC-487";423;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891584;"IR 103732";3731577;"IR09A136/IR10M153";"IR 100082";"IR 100082";1402302;"IR05N412";;"HB7008";"A13DMC-486";203;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891583;"IR 103731";3731576;"IR09A136/IR10M245";"IR 100081";"IR 100081";2754601;"IR10N108";;"HB7033";"A13DMC-485";175;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891582;"IR 103730";3731575;"IR09A136/IR09M105";"IR 100080";"IR 100080";2337749;"IR08N136";;"HB7018";"A13DMC-484";533;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891581;"IR 103729";3731573;"IR09A136/IR07N112";"IR 100078";"IR 100078";2754601;"IR10N108";;"HB7033";"A13DMC-483";285;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891580;"IR 103728";3731571;"IR09A136/IRRI 123";"IR 100076";"IR 100076";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-482";48;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891579;"IR 103727";3731569;"IR09A136/IRRI 104";"IR 100074";"IR 100074";3128689;"IR10F388";;"HB7029";"A13DMC-481";375;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891578;"IR 103726";3731568;"IR09A136/IRRI 154";"IR 100073";"IR 100073";2432629;"IR09N522";;"HB7026";"A13DMC-480";334;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891577;"IR 103725";3731567;"IR09A136/IRRI 146";"IR 100072";"IR 100072";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-479";325;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891576;"IR 103724";3731562;"IR08N136/IR09N200";"IR 100067";"IR 100067";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-478";195;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891575;"IR 103723";3731557;"IR08N136/IRRI 104";"IR 100062";"IR 100062";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-477";146;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891574;"IR 103722";3731552;"IR08A172/IR09M105";"IR 100057";"IR 100057";2451087;"IR09N500";;"HB7025";"A13DMC-476";402;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891573;"IR 103721";3731548;"IR08A172/IRRI 123";"IR 100053";"IR 100053";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-475";232;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891572;"IR 103720";3731546;"IR08A172/IRRI 154";"IR 100051";"IR 100051";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-474";366;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891571;"IR 103719";3731545;"IR08A172/IRRI 146";"IR 100050";"IR 100050";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-473";234;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891570;"IR 103718";3731544;"IR06N234/IR10M108";"IR 100049";"IR 100049";1876209;"OM 4498";;"HB7124";"A13DMC-472";196;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891569;"IR 103717";3731543;"IR06N234/IR10M153";"IR 100048";"IR 100048";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-471";344;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891568;"IR 103716";3731531;"IR06N234/IR07N112";"IR 100044";"IR 100044";2337749;"IR08N136";;"HB7018";"A13DMC-470";384;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891567;"IR 103715";3731530;"IR06N234/MILYANG 23";"IR 100043";"IR 100043";1201260;"IR04A115";;"HB7006";"A13DMC-469";367;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891566;"IR 103714";3731529;"IR06N234/IRRI 123";"IR 100042";"IR 100042";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-468";249;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891565;"IR 103713";3731526;"IR06N234/IRRI 154";"IR 100039";"IR 100039";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-467";225;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891564;"IR 103712";3731525;"IR06N234/IRRI 146";"IR 100038";"IR 100038";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-466";219;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891563;"IR 103711";3731523;"IR06N209/IR10M153";"IR 100036";"IR 100036";1876209;"OM 4498";;"HB7124";"A13DMC-465";333;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891562;"IR 103710";3731519;"IR06N209/IR07N112";"IR 100032";"IR 100032";1402302;"IR05N412";;"HB7008";"A13DMC-464";421;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891561;"IR 103709";3731518;"IR06N209/MILYANG 23";"IR 100031";"IR 100031";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-463";37;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891560;"IR 103708";3731515;"IR06N209/IRRI 104";"IR 100028";"IR 100028";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-462";89;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891559;"IR 103707";3731513;"IR06N209/IRRI 146";"IR 100026";"IR 100026";3411729;"IR 85891-B-B-AJY 1-B-1-BAY B";;"HB7154";"A13DMC-461";119;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891558;"IR 103706";3731512;"IR06A150/IR10M108";"IR 100025";"IR 100025";3490641;"PR 37921-B-3-2-2";;"HB7050";"A13DMC-460";231;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891557;"IR 103705";3731510;"IR06A150/IR10M245";"IR 100023";"IR 100023";3489515;"PR 30245-10-414";;"HB7040";"A13DMC-459";194;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891556;"IR 103704";3731509;"IR06A150/IR09M105";"IR 100022";"IR 100022";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-458";195;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891555;"IR 103703";3731506;"IR06A150/MILYANG 23";"IR 100019";"IR 100019";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-457";193;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891554;"IR 103702";3731505;"IR06A150/IRRI 123";"IR 100018";"IR 100018";3034753;"IR 85891-B-B-AJY 1-B";;"HB7153";"A13DMC-456";73;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891553;"IR 103701";3731503;"IR06A150/IRRI 104";"IR 100016";"IR 100016";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-455";227;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891552;"IR 103700";3731503;"IR06A150/IRRI 104";"IR 100016";"IR 100016";1876209;"OM 4498";;"HB7124";"A13DMC-454";322;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891440;"IR 103699";3731500;"IR05N412/IR10M108";"IR 100013";"IR 100013";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-453";271;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891439;"IR 103698";3731500;"IR05N412/IR10M108";"IR 100013";"IR 100013";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-452";393;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891438;"IR 103697";3731499;"IR05N412/IR10M153";"IR 100012";"IR 100012";1876209;"OM 4498";;"HB7124";"A13DMC-451";116;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891437;"IR 103696";3731499;"IR05N412/IR10M153";"IR 100012";"IR 100012";3489515;"PR 30245-10-414";;"HB7040";"A13DMC-450";222;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891436;"IR 103695";3731493;"IR05N412/IRRI 104";"IR 100006";"IR 100006";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-449";236;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891435;"IR 103694";3731490;"IRRI 151/IR10M108";"IR 100003";"IR 100003";2995705;"IR 93312-30-101-20-13-64-21";;"HB7104";"A13DMC-448";320;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891434;"IR 103693";3731490;"IRRI 151/IR10M108";"IR 100003";"IR 100003";3490641;"PR 37921-B-3-2-2";;"HB7050";"A13DMC-447";308;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891433;"IR 103692";3731490;"IRRI 151/IR10M108";"IR 100003";"IR 100003";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-446";666;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891432;"IR 103691";3731489;"IRRI 151/IR10M153";"IR 100002";"IR 100002";1876209;"OM 4498";;"HB7124";"A13DMC-445";314;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891431;"IR 103690";3731489;"IRRI 151/IR10M153";"IR 100002";"IR 100002";2472131;"IR09A104";;"HB7020";"A13DMC-444";607;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891430;"IR 103689";3731489;"IRRI 151/IR10M153";"IR 100002";"IR 100002";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-443";202;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891429;"IR 103688";3731481;"IRRI 151/IRRI 104";"IR 99994";"IR 99994";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-442";426;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891428;"IR 103687";3731480;"IRRI 151/IRRI 154";"IR 99993";"IR 99993";3035282;"IR10F203";;"HB7072";"A13DMC-441";303;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891427;"IR 103686";3731478;"IR04A115/IR10M108";"IR 99991";"IR 99991";2472131;"IR09A104";;"HB7020";"A13DMC-440";348;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891426;"IR 103685";3731477;"IR04A115/IR10M153";"IR 99990";"IR 99990";76174;"IRRI 104";;"HB7059";"A13DMC-439";257;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891425;"IR 103684";3731477;"IR04A115/IR10M153";"IR 99990";"IR 99990";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-438";219;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891424;"IR 103683";3731477;"IR04A115/IR10M153";"IR 99990";"IR 99990";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-437";251;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891423;"IR 103682";3731475;"IR04A115/IR09M105";"IR 99988";"IR 99988";1876209;"OM 4498";;"HB7124";"A13DMC-436";141;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891422;"IR 103681";3731475;"IR04A115/IR09M105";"IR 99988";"IR 99988";3488874;"PR 35786-B-3-3-2-1-1";;"HB7042";"A13DMC-435";320;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891421;"IR 103680";3731475;"IR04A115/IR09M105";"IR 99988";"IR 99988";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-434";199;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891420;"IR 103679";3731473;"IR04A115/IR07N112";"IR 99986";"IR 99986";1876209;"OM 4498";;"HB7124";"A13DMC-433";370;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891419;"IR 103678";3731469;"IR04A115/IRRI 104";"IR 99982";"IR 99982";1254078;"IRRI 156";;600;"A13DMC-432";426;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890481;"IR 103371";1876209;"OM 4498";;"HB7124";420700;"N 22";;"HB7197";"A13DSC-118";192;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890480;"IR 103370";1876209;"OM 4498";;"HB7124";417200;"GIZA 178";;"HB7178";"A13DSC-117";165;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890479;"IR 103369";1253989;"IRRI 154";;"HB7058";3282728;"FEDEARROZ 2000";;"HB7174";"A13DSC-116";341;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890478;"IR 103368";501558;"IRRI 127";;"HB7116";3128689;"IR10F388";;"HB7029";"A13DSC-115";195;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890477;"IR 103367";501558;"IRRI 127";;"HB7116";2853229;"IR09F437";;"HB7067";"A13DSC-114";114;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890476;"IR 103366";501558;"IRRI 127";;"HB7116";3128640;"IR10F339";;"HB7074";"A13DSC-113";16;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890475;"IR 103365";501558;"IRRI 127";;"HB7116";2707528;"IR09F173";;"HB7065";"A13DSC-112";40;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890474;"IR 103364";3397260;"IR 50";;"HB7108";76174;"IRRI 104";;"HB7059";"A13DSC-111";31;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890473;"IR 103363";3397260;"IR 50";;"HB7108";3173031;"IR09A136";;"HB7021";"A13DSC-110";17;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890472;"IR 103362";3397260;"IR 50";;"HB7108";2472131;"IR09A104";;"HB7020";"A13DSC-109";66;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890471;"IR 103361";13988;"IR 42";;"Demo";3128666;"IR10F365";;"HB7075";"A13DSC-108";105;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890470;"IR 103360";13988;"IR 42";;"Demo";3128640;"IR10F339";;"HB7074";"A13DSC-107";216;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890343;"IR 103359";3128666;"IR10F365";;"HB7075";433773;"IR 72";;"HB7183";"A13DSC-106";306;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890342;"IR 103358";3128640;"IR10F339";;"HB7074";433773;"IR 72";;"HB7183";"A13DSC-105";333;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890341;"IR 103357";3035282;"IR10F203";;"HB7072";433773;"IR 72";;"HB7183";"A13DSC-104";195;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890340;"IR 103356";3035261;"IR10F198";;"HB7071";433773;"IR 72";;"HB7183";"A13DSC-103";59;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890339;"IR 103355";3035241;"IR10F192";;"HB7070";433773;"IR 72";;"HB7183";"A13DSC-102";352;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3890338;"IR 103354";2159583;"IRRI 149";;"HB7092";3282729;"FEDEARROZ 473";;"HB7176";"A13DSC-101";17;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
